id;age;workclass;fnlwgt;education;education_num;marital_status;occupation;relationship;race;sex;capital_gain;capital_loss;hours_per_week;native_country
27025;61; Private;280088; 7th-8th;4; Divorced; Machine-op-inspct; Unmarried; White; Female;0;0;40; United-States
27026;36; Private;257380; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; Black; Male;0;0;35; United-States
27027;19; Private;165306; Some-college;10; Never-married; Tech-support; Other-relative; Asian-Pac-Islander; Male;0;0;40; Vietnam
27028;29; Self-emp-not-inc;109001; Some-college;10; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;35; United-States
27029;43; Private;266439; Bachelors;13; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;1887;40; United-States
27030;60; Self-emp-not-inc;153356; HS-grad;9; Divorced; Sales; Not-in-family; Black; Male;2597;0;55; United-States
27031;21; Private;32950; Some-college;10; Never-married; Sales; Unmarried; White; Male;0;0;40; United-States
27032;22; Private;182163; HS-grad;9; Separated; Sales; Unmarried; White; Female;0;0;40; United-States
27033;33; Private;188246; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;65; United-States
27034;36; Private;297335; Bachelors;13; Never-married; Sales; Not-in-family; Asian-Pac-Islander; Female;0;0;50; China
27035;37; Private;108366; Bachelors;13; Never-married; Transport-moving; Not-in-family; White; Male;0;0;46; United-States
27036;35; Private;328301; Assoc-acdm;12; Married-AF-spouse; Adm-clerical; Wife; White; Female;0;0;40; United-States
27037;17; Private;182158; 10th;6; Never-married; Priv-house-serv; Own-child; White; Male;0;0;30; United-States
27038;37; Private;169426; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;60; United-States
27039;22; ?;330571; HS-grad;9; Never-married; ?; Not-in-family; White; Female;0;0;45; United-States
27040;28; Private;535978; Some-college;10; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
27041;42; Private;29393; Some-college;10; Divorced; Machine-op-inspct; Not-in-family; White; Female;0;0;40; United-States
27042;57; Self-emp-inc;258883; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;5178;0;60; Hungary
27043;26; Private;369166; Some-college;10; Never-married; Farming-fishing; Other-relative; White; Female;0;0;65; United-States
27044;45; Local-gov;257855; 11th;7; Married-civ-spouse; Other-service; Husband; Black; Male;0;0;50; United-States
27045;32; Private;164197; Bachelors;13; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;44; United-States
27046;63; Private;109517; Some-college;10; Widowed; Adm-clerical; Unmarried; White; Female;0;0;43; United-States
27047;22; Private;112137; Some-college;10; Never-married; Prof-specialty; Other-relative; Asian-Pac-Islander; Female;0;0;20; South
27048;36; Private;160035; Some-college;10; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;55; United-States
27049;45; State-gov;50567; HS-grad;9; Married-civ-spouse; Exec-managerial; Wife; White; Female;0;0;40; United-States
27050;34; Self-emp-not-inc;140011; Prof-school;15; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;55; United-States
27051;27; State-gov;271328; Bachelors;13; Never-married; Prof-specialty; Not-in-family; White; Male;0;0;60; United-States
27052;20; ?;183083; Some-college;10; Never-married; ?; Own-child; White; Female;0;0;20; United-States
27053;47; Self-emp-not-inc;159869; HS-grad;9; Married-civ-spouse; Farming-fishing; Husband; White; Male;0;0;56; United-States
27054;46; Private;102542; 7th-8th;4; Never-married; Other-service; Own-child; White; Male;0;0;52; United-States
27055;28; Private;297742; Some-college;10; Never-married; Machine-op-inspct; Own-child; White; Female;0;0;40; United-States
27056;45; Private;176917; HS-grad;9; Never-married; Handlers-cleaners; Other-relative; White; Male;0;0;40; United-States
27057;26; Private;165235; Bachelors;13; Never-married; Adm-clerical; Own-child; Asian-Pac-Islander; Female;0;0;40; Thailand
27058;32; Self-emp-not-inc;52647; 10th;6; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;45; United-States
27059;30; Local-gov;48542; 12th;8; Married-civ-spouse; Adm-clerical; Wife; White; Female;0;0;40; United-States
27060;59; Private;279232; 10th;6; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;40; Puerto-Rico
27061;58; State-gov;259929; Doctorate;16; Never-married; Exec-managerial; Not-in-family; White; Female;0;0;43; United-States
27062;45; Private;221780; Some-college;10; Divorced; Handlers-cleaners; Not-in-family; White; Male;0;0;30; United-States
27063;76; Self-emp-not-inc;253408; Some-college;10; Widowed; Transport-moving; Not-in-family; White; Male;0;0;40; United-States
27064;38; Private;298841; HS-grad;9; Divorced; Adm-clerical; Own-child; White; Female;0;0;40; United-States
27065;32; Private;321313; Masters;14; Never-married; Sales; Own-child; Black; Male;0;0;40; United-States
27066;38; Self-emp-not-inc;64875; HS-grad;9; Divorced; Farming-fishing; Not-in-family; White; Male;0;0;50; United-States
27067;30; Private;275232; Assoc-acdm;12; Never-married; Prof-specialty; Unmarried; Black; Female;0;0;36; United-States
27068;53; Self-emp-inc;134854; Assoc-voc;11; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; Greece
27069;41; Private;67339; Bachelors;13; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;40; ?
27070;27; State-gov;192355; Bachelors;13; Never-married; Prof-specialty; Not-in-family; White; Male;0;0;50; United-States
27071;44; Local-gov;208528; Assoc-acdm;12; Married-civ-spouse; Farming-fishing; Husband; White; Male;0;0;30; United-States
27072;35; Private;160120; Masters;14; Married-civ-spouse; Exec-managerial; Husband; Asian-Pac-Islander; Male;0;0;50; United-States
27073;36; Private;250238; 1st-4th;2; Never-married; Other-service; Other-relative; Other; Female;0;0;40; El-Salvador
27074;51; Private;25031; Some-college;10; Married-civ-spouse; Exec-managerial; Wife; White; Female;0;0;10; United-States
27075;42; Local-gov;255847; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;40; United-States
27076;40; Self-emp-not-inc;26892; Bachelors;13; Married-AF-spouse; Prof-specialty; Husband; White; Male;7298;0;50; United-States
27077;45; Private;111979; HS-grad;9; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;0;0;40; United-States
27078;55; Private;408537; 9th;5; Divorced; Craft-repair; Unmarried; White; Female;99999;0;37; United-States
27079;36; Private;231037; 7th-8th;4; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;40; United-States
27080;57; Federal-gov;30030; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; Black; Male;0;0;40; United-States
27081;27; Private;292120; HS-grad;9; Divorced; Tech-support; Not-in-family; White; Female;0;0;45; United-States
27082;62; Private;138253; Masters;14; Never-married; Handlers-cleaners; Not-in-family; White; Male;4650;0;40; United-States
27083;29; Private;190777; Bachelors;13; Married-civ-spouse; Sales; Husband; White; Male;0;0;55; United-States
27084;38; Self-emp-not-inc;41591; Bachelors;13; Never-married; Craft-repair; Not-in-family; Amer-Indian-Eskimo; Male;0;0;30; United-States
27085;29; Private;186733; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;50; United-States
27086;18; ?;78567; Some-college;10; Never-married; ?; Own-child; White; Male;0;0;30; United-States
27087;19; ?;140590; 12th;8; Never-married; ?; Own-child; Black; Male;0;0;30; United-States
27088;32; Local-gov;230912; Masters;14; Never-married; Prof-specialty; Not-in-family; White; Female;4865;0;40; United-States
27089;34; Private;176185; Bachelors;13; Never-married; Exec-managerial; Not-in-family; White; Male;0;1741;40; United-States
27090;25; Private;182227; Assoc-acdm;12; Never-married; Prof-specialty; Not-in-family; White; Male;0;0;55; United-States
27091;34; Local-gov;205704; Masters;14; Never-married; Prof-specialty; Not-in-family; White; Male;0;0;35; United-States
27092;37; State-gov;24342; Some-college;10; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;38; United-States
27093;37; Private;138192; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;45; United-States
27094;18; Private;334676; HS-grad;9; Never-married; Handlers-cleaners; Own-child; White; Male;0;0;25; United-States
27095;24; Private;177526; Assoc-voc;11; Never-married; Craft-repair; Own-child; White; Male;0;0;40; United-States
27096;17; Private;152696; 12th;8; Never-married; Other-service; Own-child; White; Female;0;0;30; United-States
27097;35; Private;114765; Bachelors;13; Divorced; Sales; Not-in-family; White; Female;0;0;40; United-States
27098;31; Private;265509; Assoc-voc;11; Separated; Tech-support; Unmarried; Black; Female;0;0;32; United-States
27099;29; Private;180758; Assoc-acdm;12; Never-married; Craft-repair; Not-in-family; White; Male;0;0;60; United-States
27100;49; Self-emp-not-inc;127921; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
27101;71; ?;177906; Bachelors;13; Married-civ-spouse; ?; Husband; White; Male;0;0;10; United-States
27102;35; Federal-gov;182898; HS-grad;9; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;40; United-States
27103;55; Self-emp-not-inc;422249; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;50; United-States
27104;37; Private;222450; 5th-6th;3; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;40; Mexico
27105;33; Local-gov;190027; Some-college;10; Never-married; Adm-clerical; Unmarried; Black; Female;0;0;18; United-States
27106;49; Private;281647; Bachelors;13; Married-civ-spouse; Sales; Husband; White; Male;0;0;45; United-States
27107;32; Private;117963; HS-grad;9; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;0;0;45; United-States
27108;63; ?;319121; 11th;7; Separated; ?; Not-in-family; Black; Male;0;0;40; United-States
27109;39; Private;225504; Masters;14; Never-married; Prof-specialty; Not-in-family; White; Male;0;0;40; United-States
27110;42; Local-gov;104334; HS-grad;9; Married-civ-spouse; Farming-fishing; Husband; White; Male;0;0;40; El-Salvador
27111;30; State-gov;48214; Masters;14; Married-civ-spouse; Prof-specialty; Wife; White; Female;0;0;50; United-States
27112;30; Private;145714; Assoc-voc;11; Never-married; Prof-specialty; Not-in-family; White; Male;0;0;40; United-States
27113;48; Self-emp-inc;38240; HS-grad;9; Married-civ-spouse; Farming-fishing; Husband; White; Male;0;0;40; United-States
27114;57; Self-emp-not-inc;27385; Bachelors;13; Married-civ-spouse; Sales; Husband; White; Male;0;0;10; United-States
27115;56; Private;204254; 10th;6; Divorced; Other-service; Unmarried; Black; Female;0;0;45; United-States
27116;28; Private;411587; Some-college;10; Never-married; Protective-serv; Own-child; White; Male;0;0;40; Honduras
27117;43; Private;221172; Bachelors;13; Married-civ-spouse; Tech-support; Husband; White; Male;0;0;24; United-States
27118;46; Private;54190; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;60; United-States
27119;60; Private;93997; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;15024;0;45; United-States
27120;50; Local-gov;24139; Masters;14; Divorced; Prof-specialty; Unmarried; White; Female;0;0;65; United-States
27121;37; Private;112497; Prof-school;15; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;50; United-States
27122;41; Private;138907; HS-grad;9; Divorced; Priv-house-serv; Other-relative; Black; Female;0;0;40; United-States
27123;38; Private;186325; Some-college;10; Married-civ-spouse; Exec-managerial; Wife; White; Female;0;0;38; United-States
27124;23; Private;199452; Some-college;10; Never-married; Other-service; Own-child; White; Female;0;0;40; United-States
27125;59; Private;126677; Some-college;10; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;50; United-States
27126;72; Private;107814; Masters;14; Never-married; Prof-specialty; Not-in-family; White; Male;2329;0;60; United-States
27127;47; Local-gov;93618; Some-college;10; Divorced; Adm-clerical; Not-in-family; White; Female;0;0;33; United-States
27128;29; Private;353352; Assoc-voc;11; Never-married; Craft-repair; Other-relative; White; Male;0;0;40; United-States
27129;35; Private;143058; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;60; United-States
27130;24; Private;239663; Some-college;10; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;15; United-States
27131;22; Private;167615; HS-grad;9; Never-married; Sales; Unmarried; White; Female;0;0;40; United-States
27132;24; Private;442274; HS-grad;9; Never-married; Exec-managerial; Own-child; White; Male;0;0;40; United-States
27133;42; Private;149210; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;7298;0;45; United-States
27134;55; Federal-gov;174533; Bachelors;13; Separated; Other-service; Unmarried; White; Female;0;0;72; ?
27135;40; State-gov;50093; Masters;14; Divorced; Prof-specialty; Unmarried; White; Female;0;0;20; United-States
27136;61; Private;270056; HS-grad;9; Divorced; Adm-clerical; Not-in-family; Asian-Pac-Islander; Female;0;0;40; Japan
27137;58; Self-emp-not-inc;131991; Bachelors;13; Never-married; Farming-fishing; Own-child; White; Male;0;0;72; United-States
27138;39; State-gov;126336; HS-grad;9; Divorced; Prof-specialty; Not-in-family; White; Male;0;0;40; United-States
27139;45; Self-emp-not-inc;341117; Some-college;10; Divorced; Prof-specialty; Not-in-family; White; Female;0;0;50; United-States
27140;25; Private;108505; HS-grad;9; Never-married; Handlers-cleaners; Not-in-family; White; Male;0;0;45; United-States
27141;69; ?;106566; Doctorate;16; Married-civ-spouse; ?; Husband; White; Male;0;0;50; United-States
27142;36; Private;74791; Bachelors;13; Married-civ-spouse; Sales; Wife; White; Male;0;0;60; ?
27143;34; Private;24266; Assoc-voc;11; Married-civ-spouse; Craft-repair; Husband; White; Male;7688;0;40; United-States
27144;45; Private;267967; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;45; United-States
27145;27; ?;181284; 12th;8; Married-civ-spouse; ?; Husband; Black; Male;0;0;45; United-States
27146;28; Private;102533; Some-college;10; Separated; Handlers-cleaners; Not-in-family; Black; Male;0;0;40; United-States
27147;27; Private;69757; Some-college;10; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;60; United-States
27148;41; State-gov;210094; HS-grad;9; Never-married; Other-service; Not-in-family; White; Female;0;0;40; United-States
27149;18; State-gov;389147; HS-grad;9; Never-married; Sales; Not-in-family; Black; Female;0;0;30; United-States
27150;44; Private;210648; Bachelors;13; Married-civ-spouse; Tech-support; Husband; White; Male;0;0;40; United-States
27151;47; Private;94809; Assoc-voc;11; Married-civ-spouse; Exec-managerial; Wife; White; Female;0;0;45; United-States
27152;36; Local-gov;298717; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
27153;66; Private;236879; Preschool;1; Widowed; Priv-house-serv; Other-relative; White; Female;0;0;40; Guatemala
27154;33; Private;170148; HS-grad;9; Divorced; Adm-clerical; Unmarried; White; Female;0;0;45; United-States
27155;39; Local-gov;166497; HS-grad;9; Divorced; Handlers-cleaners; Not-in-family; White; Male;0;0;40; United-States
27156;30; Private;247156; HS-grad;9; Never-married; Transport-moving; Own-child; Black; Male;0;0;40; United-States
27157;34; Self-emp-not-inc;204052; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
